,SMILES,predicted_affinity_score
259,CCN(CC)C(=O)CNC(=O)C1=C(C(=CC=C1)Br)C,8.570198059082031
260,CCC(CC)NS(=O)(=O)C1=C(C=CC(=C1)Br)F,8.570162773132324
261,CCC(CC)(C#N)NC(=O)C1=C(C=CS1)Br,8.56997299194336
262,CCC(CC)NC(=O)C1CC2=CC=CC=C2CN1C(=O)C3=CC=CO3,8.569911003112793
263,CCC(CC)N(C)C(=O)C1=C2C(=CC=C1)NCCO2,8.569892883300781
264,CCC(CC)NC(=O)CN1C=NC2=CC=CC=C2C1=O,8.569873809814453
265,CCN(CC)C(=O)NC(C)C1=CC(=CC=C1)Br,8.569817543029785
266,CCC(C)N(CC)C(=O)C1CNCC2=CC=CC=C12,8.56977653503418
267,CCC(C)N(CC)C(=O)C1=C(C=CC(=C1)S(=O)(=O)N)C,8.569751739501953
268,CCC(CC)NS(=O)(=O)C1=C(C=C(C(=C1)C)Cl)C,8.569744110107422
269,CCC(C)N(CC(=O)NC1=CC=CC(=C1C)C)C(=O)N(C)C,8.569706916809082
270,CCC(CC)NC(=O)C1=CC(=NC2=C1C(=NN2C)C)C(C)C,8.569602966308594
271,CCN(CC)C(=O)C(C)NC1=CC(=CC=C1)Br,8.569445610046387
272,CCC(CC)NC(=O)C1=C(C2=C(S1)N=C3CCCC3=C2)N,8.569293975830078
273,CCN(CC)C(=O)C(C)NC1=CC=C(C=C1)Br,8.569268226623535
274,CCC(CC)NC(=O)C1=C2C(=NOC2=NC(=C1)C)C,8.569259643554688
275,CCN(CC)C(=O)N(C)C1=CC=C(C=C1)S(=O)(=O)N,8.569194793701172
276,CCN(CC)C(=O)NC(=O)C1=C(C=CC=C1F)F,8.56912899017334
277,CCC(C)N(CC)C(=O)C1=C(C=CC(=C1)S(=O)(=O)N)Cl,8.568997383117676
278,CCC(CC)N(C)S(=O)(=O)C1=CC(=C(N=C1)N)Cl,8.568951606750488
279,CCC(C)N(CC)C(=O)C1=CC2=CC=CC=C2C(=N1)N,8.568896293640137
280,CCC(CC)NC(=O)CN1C=CC2=CC=CC=C2C1=O,8.568720817565918
281,CCC(C)N(CC(=O)NC1=CC=CC(=C1C)C)C(=O)N(C)C,8.568707466125488
282,CCC(C)N(CC(=O)NC1=CC=CC(=C1C)C)C(=O)N(C)C,8.568707466125488
283,CCN(CC)C(=O)CCNC(=O)N1CC2=CC=CC=C2C1,8.568706512451172
284,CCN(CC)C(=O)NC(C)C1=CC=C(C=C1)Br,8.56865406036377
285,CCN(CC)C(=O)NC(C)C1=CC=C(C=C1)Br,8.568599700927734
286,CCN(CC)C(=O)CNC(=O)C1=C(C=CC(=C1)Br)C,8.568577766418457
287,CCN(CC)C(CN)C1=CC(=C(S1)C)Br,8.568346977233887
288,CCC(CC)NS(=O)(=O)C1=C(C=C(C=C1)Br)F,8.568305015563965
289,CCN(CC)C(C)C(=O)N1C2=CC=CC=C2NC(=O)C3=C1C(=NN3C)C,8.567999839782715
290,CCN(CC)C(=O)CNC(=O)C1=CC(=C(C=C1)C)Br,8.567861557006836
